ID_SAMPLE,SOIL_TYPE,AGRICULTURAL_TYPE,STATE,MUNICIPALITY,X_COORD,Y_COORD,BRIGADE,pH,ELECTRICAL_CONDUCTIVITY,ORGANIC_MATTER,BULK_DENSITY,P,SAND_PERCENT,SILT_PERCENT,CLAY_PERCENT,TEXTURE,TEXTURE_CLASS,N,K,Ca,Mg,Na,CEC,REL_ABS_Na,ESP
5251,Vertisol,Riego,GUANAJUATO,Celaya,20.61855,-100.79468,E1 Gto S-Qro,7.5,0.6,3.3,1.1,16.1,23.5,24,52.5,Arcilla,Arcillosa,0.2,2.2,3.2,4.5,0.8,35.6,0.2,0
5252,Vertisol,Riego,GUANAJUATO,Apaseo el Grande,20.61655,-100.56347,E1 Gto N,8.2,0.3,1.9,1.2,4,11.5,24,64.5,Arcilla,Arcillosa,0.1,1.8,6,2.2,0.1,47.8,0,0
5254,Feozem,Riego,QUERETARO,Tequisquiapan,20.60923,-99.9277,E1 Qro-Hgo-Mex,7.1,0.4,2.2,1.4,8.1,58.2,16,25.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,3.3,1.8,0.5,11,0.2,0
5255,Litosol,Riego,QUERETARO,Ezequiel Montes,20.60843,-99.8699,E1 Qro-Hgo-Mex,7.9,0.5,3.3,1.3,6,46.2,24,29.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,1.9,4.5,3.2,0.5,21.8,0.1,0
5256,Fluvisol,Riego,HIDALGO,Metztitlan,20.58911,-98.77197,Veracruz- Hgo,8.2,1.6,2.6,1.3,8.1,27.5,42,30.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1,0.4,6.1,4,10.7,0.9,0.4
5257,Rendzina,Riego,YUCATAN,Tekax,20.07986,-89.1522,Merida,7.6,0.3,5.4,1.1,12,16.2,13.3,70.5,Arcilla,Arcillosa,0.1,2.6,20.9,4.8,0.1,30.3,0,0
5258,Luvisol,Riego,YUCATAN,Tzucacab,20.07008,-89.03752,Merida,8.1,0.2,6.2,1.1,4,14.2,17.3,68.5,Arcilla,Arcillosa,0.1,3.1,43.3,6.1,0.1,51.1,0,0
5260,Acrisol,Riego,JALISCO,Mascota,20.54242,-104.83959,Nayarit,5,1.2,1.3,1.1,179.5,30.2,46.7,23.1,Franco,Franco arenosa y franco,0,1.7,4.4,1.7,0.6,16,0.2,0
5261,Acrisol,Riego,JALISCO,Mascota,20.54349,-104.78183,Nayarit,5.8,0.2,3.8,1.2,159.5,28.2,38.7,33.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,2.3,12,5,0.3,38.9,0,0
5262,Feozem,Riego,JALISCO,Ameca,20.55458,-104.08864,Guadalajara,6.5,0.6,1.2,1.4,58.4,24.8,20,55.2,Arcilla,Arcillosa,0.1,0.8,37.1,14.6,1.4,75.8,0,0
5263,Vertisol,Riego,JALISCO,Ameca,20.55536,-104.03086,Guadalajara,6.7,1,1.4,1.3,60.4,8.8,44,47.2,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,1.2,35.2,8.1,1.8,54.1,0.1,0
5264,Feozem,Riego,JALISCO,Ameca,20.55612,-103.97309,Guadalajara,8,0.4,1.4,1.3,25.7,26.8,24,49.2,Arcilla,Arcillosa,0,1,26.4,6.6,2.8,46.5,0.1,0.1
5265,Regosol,Riego,JALISCO,Ameca,20.55686,-103.91532,Guadalajara,6.6,0.2,1.7,1.3,31.2,38.8,34,27.2,Franco,Franco arenosa y franco,0,0.4,9.7,2.9,1.2,18.7,0.2,0.1
5266,Regosol,Riego,JALISCO,San Martin de Hidalgo,20.55757,-103.85755,Guadalajara,4,0.7,2.2,1.3,70.5,36.8,36,27.2,Franco,Franco arenosa y franco,0.1,0.4,5,1.7,0.8,18.3,0.2,0
5267,Feozem,Riego,JALISCO,Tala,20.56021,-103.62645,Guadalajara,5.1,0.1,1.2,1.3,29.2,36.8,28,35.2,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,3.2,0.9,0.9,20.9,0.4,0
5268,Regosol,Riego,JALISCO,Tlajomulco de Zuqiga,20.56197,-103.45312,Guadalajara,4.2,0.4,0.7,1.3,50.3,56.9,19.8,23.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,2.8,0.6,0.3,13.4,0.1,0
5269,Regosol,Riego,JALISCO,Tlaquepaque,20.56251,-103.39534,Guadalajara,4.4,0.6,0.4,1.3,70.5,68.9,17.8,13.2,Migajon Arenoso,Franco arenosa y franco,0,0.6,2.6,0.3,0.2,9.6,0.1,0
5270,Luvisol,Riego,JALISCO,Zapotlanejo,20.56604,-102.9331,L E1,7.4,1,5,0.8,33.6,18.2,26,55.8,Arcilla,Arcillosa,0.2,0.7,18,3,0.4,22.1,0,0
5271,Feozem,Riego,JALISCO,Tototlan,20.56671,-102.81754,L E1,4.5,1.3,6.7,1.1,30.3,38.2,36,25.8,Franco,Franco arenosa y franco,0.3,1.1,10.8,5.6,0.4,40.7,0,0
5272,Vertisol,Riego,JALISCO,Tototlan,20.56701,-102.75976,Guadalajara,5.4,0.3,0.7,1.3,30.2,2.8,34,63.2,Arcilla,Arcillosa,0,0.9,16.9,11.2,1,46.3,0.1,0
5273,Feozem,Riego,JALISCO,Tototlan,20.56728,-102.70198,L E1,6.4,0.5,3.9,1.1,15.2,23,15,52,Arcilla,Arcillosa,0.1,1.1,28.1,8.3,1.3,52.1,0.1,0
5274,Feozem,Riego,JALISCO,Atotonilco el Alto,20.56817,-102.47085,Guadalajara,7.2,0.4,1.8,1.2,8.6,14.8,26,59.2,Arcilla,Arcillosa,0.1,0.7,42,16.8,0.6,71.3,0,0
5275,Vertisol,Riego,GUANAJUATO,Cueramaro,20.56839,-101.6041,C3 Gto,7.7,0.7,2.9,1.2,10.1,28.9,23.3,47.8,Arcilla,Arcillosa,0.1,1.8,3.6,3.2,1.8,22.2,0.5,0.1
5276,Vertisol,Riego,GUANAJUATO,Abasolo,20.56822,-101.54632,C3 Gto,5.9,0.4,1.2,1.3,23.8,34.9,27.3,37.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.5,2.7,6.4,0.1,15.2,0,0
5277,Vertisol,Riego,GUANAJUATO,Abasolo,20.56804,-101.48854,C3 Gto,7.4,0.9,2.3,1.4,12.1,26.9,19.3,53.8,Arcilla,Arcillosa,0.1,1.3,3.6,6.5,3.3,25.4,0.6,0.1
5278,Feozem,Riego,GUANAJUATO,Irapuato,20.56784,-101.43076,C3 Gto,6,0.4,2,1.3,25.8,18.9,41.3,39.8,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,0.6,2.6,5,0.5,10.2,0.1,0
5279,Vertisol,Riego,GUANAJUATO,Pueblo Nuevo,20.56761,-101.37297,C3 Gto,6.5,0.3,2.9,1.3,22.8,14.9,17.3,67.8,Arcilla,Arcillosa,0.1,1.3,4.4,6.8,1.5,32.4,0.3,0
5280,Vertisol,Riego,GUANAJUATO,Pueblo Nuevo,20.56736,-101.31519,C3 Gto,4.4,1.2,2.9,1.2,397.4,20.9,19.3,59.8,Arcilla,Arcillosa,0.1,1.5,3.5,6.6,0.7,26.8,0.1,0
5281,Vertisol,Riego,GUANAJUATO,Salamanca,20.56709,-101.25741,C3 Gto,7.4,0.9,3.8,1.3,42.3,24.9,23.3,51.8,Arcilla,Arcillosa,0.1,1.2,3.3,5.2,2.9,28.8,0.7,0.1
5284,Vertisol,Riego,GUANAJUATO,Santa Cruz de Juventino Rosa,20.56579,-101.02628,E1 Gto S-Qro,5.5,1.5,2.4,1.3,99.3,25.5,20,54.5,Arcilla,Arcillosa,0.1,2.5,2.8,4.2,1.3,18.2,0.4,0.1
5285,Vertisol,Riego,GUANAJUATO,Villagran,20.56541,-100.9685,E1 Gto S-Qro,6.7,0.2,1.9,1.3,23.8,23.5,14,62.5,Arcilla,Arcillosa,0.1,1.9,2.8,6,0.7,21.6,0.2,0
5286,Vertisol,Riego,GUANAJUATO,Celaya,20.565,-100.91072,E1 Gto S-Qro,8.6,0.7,2.7,1.3,14.1,25.5,20,54.5,Arcilla,Arcillosa,0.2,3.6,3.1,3.1,4.2,23.8,1.4,0.2
5287,Vertisol,Riego,GUANAJUATO,Celaya,20.56458,-100.85294,E1 Gto S-Qro,6.1,0.4,2.2,1.2,14.9,55.5,16,28.5,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,2.5,2.9,0.3,11.6,0.1,0
5288,Vertisol,Riego,GUANAJUATO,Celaya,20.56413,-100.79516,E1 Gto S-Qro,7.7,0.4,2.2,1.1,4,31.5,28,40.5,Arcilla,Arcillosa,0.1,1.4,3,3.5,1.9,7.8,0.6,0.2
5289,Vertisol,Riego,GUANAJUATO,Celaya,20.56367,-100.73739,E1 Gto S-Qro,7.6,0.5,1.9,1.2,6,37.5,22,40.5,Arcilla,Arcillosa,0.1,1.1,3,33.3,1.2,15.6,0,0.1
5291,Vertisol,Riego,GUANAJUATO,Apaseo el Grande,20.56157,-100.50627,E1 Gto S-Qro,7.5,0.8,2.2,1.2,14.1,18.2,16,65.8,Arcilla,Arcillosa,0.1,1.6,5.6,2.2,1.7,43.6,0.4,0
5292,Vertisol,Riego,QUERETARO,Corregidora,20.561,-100.4485,E1 Gto S-Qro,7.8,0.3,1.9,1.3,20.1,14.2,21.3,64.5,Arcilla,Arcillosa,0.1,1.1,4.2,3.7,1.2,29.2,0.3,0
5296,Feozem,Riego,QUERETARO,Tequisquiapan,20.55634,-100.04407,E1 Qro-Hgo-Mex,7.7,0.2,2.2,1.5,8.1,12.2,30,57.8,Arcilla,Arcillosa,0.1,1.5,3.7,4.2,1.9,23,0.5,0.1
5297,Feozem,Riego,QUERETARO,Tequisquiapan,20.55481,-99.92853,E1 Qro-Hgo-Mex,6.7,0.7,1.3,1.4,29.8,40.2,28,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.5,3,2.3,0.5,11.2,0.2,0
5298,Regosol,Riego,QUERETARO,Tequisquiapan,20.55401,-99.87076,E1 Qro-Hgo-Mex,6.2,0.3,4.2,1.3,17.9,22.2,58,19.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.2,0.9,2.7,1.4,0,7.4,0,0
5299,Feozem,Riego,HIDALGO,Tecozautla,20.55149,-99.69745,E1 Qro-Hgo-Mex,8,0.4,5.6,1.4,4,56.2,24,19.8,Migajon Arenoso,Franco arenosa y franco,0.3,0.8,3.3,1.3,0,16.8,0,0
5300,Rendzina,Riego,HIDALGO,Tecozautla,20.55061,-99.63968,E1 Qro-Hgo-Mex,8.3,1.2,0.4,1.3,12.1,48.2,22,29.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0,2.3,6.1,3.7,1.6,32.2,0.3,0.1
5301,Feozem,Riego,HIDALGO,Tasquillo,20.54586,-99.35086,Hidalgo,9.4,1.1,0.4,1.4,1,74.8,15.3,10,Migajon arenoso,Franco arenosa y franco,0,0.7,26,6.8,1.3,11.9,0.1,0.1
5302,Feozem,Riego,HIDALGO,Tasquillo,20.54484,-99.29309,Hidalgo,8.8,1.3,5.6,1.1,14.7,14.8,25.3,60,Arcilla,Arcillosa,0.2,3.4,25,16.6,2.5,36.3,0.1,0.1
5304,Feozem,Riego,HIDALGO,San Agustin Metzquititlan,20.53222,-98.65776,Veracruz- Hgo,8,0.5,1.5,1.3,4,51.5,20,28.5,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,0.2,2.7,3,5.9,1.6,0.5
5305,Rendzina,Riego,YUCATAN,Tekax,20.02568,-89.15735,Merida,7.7,0.3,5.9,1.1,14,4.2,21.3,74.5,Arcilla,Arcillosa,0.1,2.6,34.8,6,1.3,40.8,0.1,0
5306,Rendzina,Riego,YUCATAN,Tzucacab,20.01591,-89.04271,Merida,7.2,0.3,5.6,1.1,6,14.2,17.3,68.5,Arcilla,Arcillosa,0.1,1,26.9,9.8,0.5,43,0,0
5307,Vertisol,Riego,JALISCO,Ameca,20.50171,-103.9723,Guadalajara,6.4,0.6,2.2,1.3,58.4,22.9,21.8,55.2,Arcilla,Arcillosa,0.1,2.6,44.1,6.1,1.4,70.1,0,0
5309,Vertisol,Riego,JALISCO,San Martin de Hidalgo,20.50316,-103.8568,Guadalajara,4.9,0.5,0.9,1.3,32.2,22.9,41.8,35.2,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,11.3,2.2,0.4,24.1,0.1,0
5310,Vertisol,Riego,JALISCO,Tototlan,20.51287,-102.7017,Guadalajara,6.7,0.3,2.1,1.3,8.1,4.8,44,51.2,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,1.2,16.7,9.4,2.2,46.6,0.2,0
5311,Feozem,Riego,JALISCO,Atotonilco el Alto,20.51357,-102.52842,Guadalajara,7.1,0.7,5.9,1.1,3.2,34.8,32,33.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.4,25.1,13.3,0.4,40.8,0,0
5312,Vertisol,Riego,GUANAJUATO,Abasolo,20.51397,-101.60426,C3 Gto,6.8,1.2,1.7,1.3,15.9,28.9,29.3,41.8,Arcilla,Arcillosa,0.1,0.9,3,3.6,1.9,17.2,0.6,0.1
5314,Vertisol,Riego,GUANAJUATO,Irapuato,20.51362,-101.48874,C3 Gto,7.5,0.4,2.6,1.3,40.3,22.9,21.3,55.8,Arcilla,Arcillosa,0.1,1.3,3.1,6,2,15.2,0.4,0.1
5315,Vertisol,Riego,GUANAJUATO,Irapuato,20.51342,-101.43098,C3 Gto,6.7,0.4,2.6,1.3,41.7,24.9,19.3,55.8,Arcilla,Arcillosa,0.1,1.7,3.2,5.9,0.7,22.6,0.2,0
5316,Vertisol,Riego,GUANAJUATO,Pueblo Nuevo,20.51319,-101.37323,C3 Gto,8.5,0.6,2.6,1.4,38.2,22.9,15.3,61.8,Arcilla,Arcillosa,0.1,1.5,3.2,5.3,2.4,25.8,0.6,0.1
5317,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.51294,-101.31547,C3 Gto,7.7,1.7,2.6,1.3,16.1,30.9,25.3,43.8,Arcilla,Arcillosa,0.1,1.4,3,9.9,2.4,27.6,0.3,0.1
5318,Vertisol,Riego,GUANAJUATO,Salamanca,20.51173,-101.08443,C3 Gto,7.8,0.7,1.7,1.3,32.2,24.9,25.3,49.8,Arcilla,Arcillosa,0.1,1.9,3.2,2.8,1.9,22,0.6,0.1
5319,Vertisol,Riego,GUANAJUATO,Villagran,20.51137,-101.02668,C3 Gto,7.9,0.3,2.3,1.3,18.1,12.9,25.3,61.8,Arcilla,Arcillosa,0.1,1.7,3.7,4.7,1.8,26.4,0.4,0.1
5321,Vertisol,Riego,GUANAJUATO,Celaya,20.51059,-100.91116,C3 Gto,8.3,1.2,2,1.3,10.1,24.9,35.3,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.9,3.3,6.6,2.2,22,0.4,0.1
5322,Vertisol,Riego,GUANAJUATO,Celaya,20.51016,-100.85341,C3 Gto,7.7,0.6,1.7,1.3,22.1,20.9,11.3,67.8,Arcilla,Arcillosa,0.1,1.7,3.7,6.9,2.2,32.8,0.4,0.1
5323,Vertisol,Riego,GUANAJUATO,Apaseo el Grande,20.50925,-100.73789,E1 Gto S-Qro,8.2,0.7,3.6,1.2,44.3,21.5,22,56.5,Arcilla,Arcillosa,0.2,4.3,5,1,1.7,28.6,0.5,0.1
5324,Vertisol,Riego,GUANAJUATO,Apaseo el Grande,20.50825,-100.62238,E1 Gto S-Qro,7.6,0.2,1,1.3,4,24.2,30,45.8,Arcilla,Arcillosa,0.1,2.5,4.5,2.5,0.4,30,0.1,0
5325,Vertisol,Riego,GUANAJUATO,Corregidora,20.50716,-100.50688,E1 Gto S-Qro,7.4,0.3,1.3,1.3,4,18.2,14,67.8,Arcilla,Arcillosa,0.1,2.4,5.4,3.9,0.3,43.4,0.1,0
5328,Feozem,Riego,QUERETARO,San Juan del Rio,20.50193,-100.04486,E1 Qro-Hgo-Mex,6.7,0.4,1.9,1.4,30.8,26.2,18,55.8,Arcilla,Arcillosa,0.1,1.6,4.4,7.3,0.7,19.2,0.1,0
5329,Regosol,Riego,HIDALGO,Alfajayucan,20.49145,-99.35192,Hidalgo,8.5,1.6,4.4,1.1,31.4,56.8,19.3,24,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,0.9,6.5,10.3,1.7,21.1,0.2,0.1
5330,Feozem,Riego,HIDALGO,Tasquillo,20.49043,-99.29418,Hidalgo,8.3,0.8,1.7,1.1,23.5,68.8,13.3,18,Migajon Arenoso,Franco arenosa y franco,0,0.9,9.7,2.6,1,12.9,0.1,0.1
5331,Feozem,Riego,HIDALGO,Ixmiquilpan,20.48939,-99.23644,Hidalgo,8.8,1.8,2.5,1.3,11.8,66.8,15.3,18,Migajon Arenoso,Franco arenosa y franco,0.1,1,26.2,7,1.2,13.3,0.1,0.1
5332,Rendzina,Riego,HIDALGO,Ixmiquilpan,20.48834,-99.1787,Hidalgo,9.1,1.5,2.8,1.2,90.2,72.8,15.3,12,Migajon Arenoso,Franco arenosa y franco,0.1,1.5,24.2,5.2,1.8,9.5,0.1,0.2
5333,Vertisol,Riego,JALISCO,Ixtlahuacan de los Membrillo,20.45517,-103.22102,Guadalajara,5.7,0.1,1.2,1.3,38.3,34.9,19.8,45.2,Arcilla,Arcillosa,0.1,1,17.7,4.2,0.9,38.1,0.1,0
5334,Vertisol,Riego,JALISCO,Juanacatlan,20.45562,-103.16329,Guadalajara,8,0.8,2.5,1.3,19.3,10.9,9.8,79.2,Arcilla,Arcillosa,0.1,3,35.8,16.7,5.9,71.7,0.2,0.1
5335,Feozem,Riego,JALISCO,Juanacatlan,20.45605,-103.10555,L E1,4.6,0.2,4.7,1.2,13.1,32.2,28,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.4,5.7,4.5,0.5,38.6,0.1,0
5336,Vertisol,Riego,JALISCO,Zapotlan del Rey,20.45755,-102.87462,L E1,5.4,0.2,1.8,1.2,36.4,22.9,23.3,53.8,Arcilla,Arcillosa,0.1,1,16.5,5,1.1,47.8,0.1,0
5337,Vertisol,Riego,JALISCO,Zapotlan del Rey,20.45787,-102.81688,L E1,4.6,1.3,5.8,1.1,22.2,28.2,32,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.8,7.8,3.7,0.2,27,0,0
5338,Vertisol,Riego,JALISCO,Zapotlan del Rey,20.45817,-102.75915,Guadalajara,6.5,0.6,2.6,1.3,100.7,6.8,40,53.2,Arcilla limosa,Arcillo arenosa y Arcillo limosa,0.2,2.7,28.2,14.9,1.2,60.1,0.1,0
5340,Vertisol,Riego,JALISCO,Atotonilco el Alto,20.45934,-102.47047,Guadalajara,7,0.3,0.7,1.3,56.4,28.8,30,41.2,Arcilla,Arcillosa,0.1,1.2,18.7,16.3,1,47.4,0.1,0
5343,Feozem,Riego,GUANAJUATO,Penjamo,20.46006,-101.95084,C3 Gto,5.8,0.4,6,1.3,47.7,26.9,19.3,53.8,Arcilla,Arcillosa,0.1,1.8,3.6,8.6,0.1,30.6,0,0
5344,Vertisol,Riego,GUANAJUATO,Penjamo,20.45969,-101.66216,C3 Gto,8.1,0.4,1.7,1.3,8.1,32.9,25.3,41.8,Arcilla,Arcillosa,0.1,0.8,3.5,5.6,1.6,24.2,0.3,0.1
5346,Vertisol,Riego,GUANAJUATO,Abasolo,20.45939,-101.54669,C3 Gto,8.5,1.2,2,1.4,12.1,24.9,13.3,61.8,Arcilla,Arcillosa,0.1,1.2,4.8,6.3,8.9,37.8,1.6,0.2
5347,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.45878,-101.37348,C3 Gto,6.2,0.4,2.9,1.4,16.9,16.9,19.3,63.8,Arcilla,Arcillosa,0.1,1.3,3,8.3,1.1,24,0.2,0
5348,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.45853,-101.31574,C3 Gto,8.5,0.5,6.1,1.1,30.2,26.9,25.3,47.8,Arcilla,Arcillosa,0.2,1.7,5,14.3,1.5,28.2,0.1,0.1
5349,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.45797,-101.20027,C3 Gto,7.9,0.8,1.7,1.2,20.1,24.9,19.3,55.8,Arcilla,Arcillosa,0.1,1.1,4.8,10.7,1.4,33.4,0.2,0
5351,Vertisol,Riego,GUANAJUATO,Salamanca,20.45731,-101.0848,C3 Gto,6.6,0.2,3.2,1.3,10.9,12.9,29.3,57.8,Arcilla,Arcillosa,0.1,1.2,3.1,6.2,1,23,0.2,0
5352,Vertisol,Riego,GUANAJUATO,Cortazar,20.45696,-101.02707,C3 Gto,6.3,0.3,2.3,1.4,99.3,26.9,21.3,51.8,Arcilla,Arcillosa,0.1,1.3,3,6.3,0.8,21.2,0.2,0
5353,Vertisol,Riego,GUANAJUATO,Cortazar,20.45658,-100.96933,C3 Gto,6.9,0.7,2.9,1.1,119.2,16.9,17.3,65.8,Arcilla,Arcillosa,0.1,2.2,3.8,22.9,1.6,36.2,0.1,0
5354,Vertisol,Riego,GUANAJUATO,Celaya,20.4553,-100.79613,C3 Gto,8,0.5,2.3,1.3,18.1,22.9,33.3,43.8,Arcilla,Arcillosa,0.1,1.5,5,0.5,1.2,19.2,0.3,0.1
5358,Vertisol,Riego,QUERETARO,San Juan del Rio,20.44752,-100.04565,E1 Qro-Hgo-Mex,6.5,0.6,1.9,1.3,44.7,26.2,24,49.8,Arcilla,Arcillosa,0.1,1.2,3.6,3.3,0.4,19.6,0.1,0
5359,Feozem,Riego,HIDALGO,Alfajayucan,20.43704,-99.35299,Hidalgo,8.7,1.1,3.1,1.2,45.1,58.8,19.3,22,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,37.3,8.7,1.5,17.1,0.1,0.1
5360,Fluvisol,Riego,HIDALGO,Atotonilco el Grande,20.42342,-98.66045,Veracruz- Hgo,8.6,0.3,2.3,1.3,0,65.5,18,16.5,Migajon Arenoso,Franco arenosa y franco,0.1,0.6,0.2,2.4,3.7,6.1,2.1,0.6
5361,Vertisol,Riego,JALISCO,Ixtlahuacan de los Membrillo,20.40076,-103.22053,Guadalajara,5.6,0.3,3,1.3,37.2,18.9,25.8,55.2,Arcilla,Arcillosa,0.1,1.5,31.8,11.3,1.2,69.9,0.1,0
5362,Vertisol,Riego,JALISCO,Ixtlahuacan de los Membrillo,20.40121,-103.16282,Guadalajara,5.4,0.8,1.4,1.3,15.1,30.9,17.8,51.2,Arcilla,Arcillosa,0.1,0.5,23.2,11.2,1.2,58.1,0.1,0
5363,Vertisol,Riego,JALISCO,Zapotlan del Rey,20.40243,-102.98969,L E1,6.6,1.2,3.3,1.2,26.3,22.9,29.3,47.8,Arcilla,Arcillosa,0.1,1.1,17.3,8.9,2,36,0.1,0.1
5364,Vertisol,Riego,JALISCO,Zapotlan del Rey,20.4028,-102.93198,L E1,5.9,1,2.1,1.2,54.5,24.9,27.3,47.8,Arcilla,Arcillosa,0.1,1.1,14.3,5.2,0.8,28.3,0.1,0
5365,Vertisol,Riego,JALISCO,Ocotlan,20.40404,-102.70113,L E1,4.7,0.6,3.2,1.2,34.3,22.9,27.3,49.8,Arcilla,Arcillosa,0.1,0.6,17.2,5.7,0.9,39.9,0.1,0
5366,Vertisol,Riego,JALISCO,Ocotlan,20.40429,-102.64342,L E1,5.4,0.6,3.4,1.1,66.7,18.9,21.3,59.8,Arcilla,Arcillosa,0.2,0.7,24.4,12.7,0.5,60.4,0,0
5368,Vertisol,Riego,JALISCO,La Barca,20.40509,-102.41257,Guadalajara,5.9,3.3,3.2,1.3,241.6,16.8,24,59.2,Arcilla,Arcillosa,0.2,2.6,25.4,12,3.1,47.8,0.2,0.1
5370,Vertisol,Riego,GUANAJUATO,Penjamo,20.40564,-102.06629,C3 Gto,5,0.6,2,1.3,30.8,30.9,19.3,49.8,Arcilla,Arcillosa,0.1,0.8,3.1,6.1,0.2,13,0,0
5371,Vertisol,Riego,GUANAJUATO,Penjamo,20.40565,-102.00857,C3 Gto,8,0.6,2.9,1.3,12.1,26.9,27.3,45.8,Arcilla,Arcillosa,0.1,0.8,3.9,8.3,1.6,25.6,0.2,0.1
5372,Vertisol,Riego,GUANAJUATO,Penjamo,20.40565,-101.95086,C3 Gto,7.9,1.7,4.7,1.1,10.1,28.9,27.3,43.8,Arcilla,Arcillosa,0.1,1.3,5.8,18.3,0.4,30.2,0,0
5373,Vertisol,Riego,GUANAJUATO,Penjamo,20.40528,-101.66229,C3 Gto,6.6,0.7,2.3,1.3,26.8,14.9,21.3,63.8,Arcilla,Arcillosa,0.1,0.9,4.2,12.2,1.8,35.6,0.2,0.1
5374,Vertisol,Riego,GUANAJUATO,Abasolo,20.40459,-101.43144,C3 Gto,7.9,0.7,3.6,1.1,30.2,22.9,21.3,55.8,Arcilla,Arcillosa,0.1,1.3,5.6,16.1,1.7,42.4,0.1,0
5375,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.40436,-101.37373,C3 Gto,7.9,0.5,1.7,1.1,18.1,26.9,27.3,45.8,Arcilla,Arcillosa,0.1,1.3,3.6,7,1.3,26,0.2,0.1
5376,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.40412,-101.31602,C3 Gto,7.7,1.2,2,1.3,12.1,24.9,15.3,59.8,Arcilla,Arcillosa,0.1,1.1,5.7,7.8,1.8,41.2,0.3,0
5377,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.40385,-101.25831,C3 Gto,7.8,0.8,3.2,1.3,10.1,26.9,41.3,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.5,3.9,16.9,1.4,29.2,0.1,0
5378,Vertisol,Riego,GUANAJUATO,Valle de Santiago,20.40324,-101.14288,C3 Gto,8.5,0.5,1.5,1.3,12.1,14.9,11.3,73.8,Arcilla,Arcillosa,0.1,1.4,4.7,9,6.3,18.8,0.9,0.3
5379,Vertisol,Riego,GUANAJUATO,Jaral del Progreso,20.4029,-101.08517,C3 Gto,7.4,0.4,2.6,1.3,12.1,10.9,23.3,65.8,Arcilla,Arcillosa,0.1,1,3.5,14.7,1.5,28.4,0.1,0.1
5380,Vertisol,Riego,GUANAJUATO,Jaral del Progreso,20.40254,-101.02746,C3 Gto,8.3,0.6,2.3,1.3,8.1,8.9,41.3,49.8,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,0.3,3.8,0.8,1.6,22.8,0.6,0.1
5381,Vertisol,Riego,GUANAJUATO,Apaseo el Alto,20.39889,-100.56578,E1 Gto S-Qro,7,0.3,2.7,1.3,12.1,38.2,18,43.8,Arcilla,Arcillosa,0.1,1,3.9,3.7,0.6,21,0.2,0
5382,Vertisol,Riego,HIDALGO,Alfajayucan,20.38264,-99.35405,Hidalgo,8.2,1,2.3,1.3,29.4,28.8,21.3,50,Arcilla,Arcillosa,0.1,1,10.4,1.9,2,31.1,0.3,0.1
5383,Feozem,Riego,HIDALGO,Chilcuautla,20.37953,-99.18097,Hidalgo,9.1,1.1,4.9,1.1,45.1,60.8,17.3,22,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,11.2,20.4,0.4,2.7,17.9,0.2,0.2
5384,Feozem,Riego,JALISCO,Villa Corona,20.3413,-103.7392,Guadalajara,7.3,0.5,2,1.3,87.9,16.9,31.8,51.2,Arcilla,Arcillosa,0.1,1.9,34.2,9.8,2.3,55.7,0.1,0
