ID_SAMPLE,SOIL_TYPE,AGRICULTURAL_TYPE,STATE,MUNICIPALITY,X_COORD,Y_COORD,BRIGADE,pH,ELECTRICAL_CONDUCTIVITY,ORGANIC_MATTER,BULK_DENSITY,P,SAND_PERCENT,SILT_PERCENT,CLAY_PERCENT,TEXTURE,TEXTURE_CLASS,N,K,Ca,Mg,Na,CEC,REL_ABS_Na,ESP
1521,Feozem,Temporal,QUERETARO,Colon,20.75777,-100.19547,E1 Qro-Hgo-Mex,7.6,0.2,2.3,1.3,22.1,32.2,30,37.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,1.7,2,0.4,14.2,0.2,0
1522,Litosol,Temporal,QUERETARO,Colon,20.75684,-100.11833,E1 Qro-Hgo-Mex,7.5,0.4,2.3,1.2,18.1,28.2,18,53.8,Arcilla,Arcillosa,0.1,1.1,2.4,3.6,0.6,20,0.2,0
1523,Feozem,Temporal,QUERETARO,Colon,20.75587,-100.04118,E1 Qro-Hgo-Mex,8.4,0.5,2.3,1.3,58.4,54.2,32,13.8,Migajon Arenoso,Franco arenosa y franco,0.1,2.5,2.5,2,0.1,11.6,0.1,0
1526,Regosol,Temporal,VERACRUZ,Castillo de Teayo,20.7064,-97.65048,Veracruz- Hgo,8.3,0.4,4.1,1.3,2.9,16,43.3,40.7,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.5,26.4,1.2,0.1,11.9,0,0
1527,Regosol,Temporal,VERACRUZ,Tihuatlan,20.70418,-97.5734,Veracruz- Hgo,8.3,0.5,3.8,1.3,7.8,12,35.3,52.7,Arcilla,Arcillosa,0.2,0.8,32.2,1.6,0.2,13.5,0,0
1528,Regosol,Temporal,VERACRUZ,Tihuatlan,20.70192,-97.49631,Veracruz- Hgo,8.4,0.4,3.1,1.3,2.9,10,37.3,52.7,Arcilla,Arcillosa,0.2,0.5,29.2,1.4,0.1,14.3,0,0
1529,Rendzina,Temporal,CAMPECHE,Calkini,20.31002,-90.19154,Merida,7,0.1,5.9,1.3,0,42.2,21.3,36.5,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,2,27.9,4.5,0.1,51.9,0,0
1530,Luvisol,Temporal,CAMPECHE,Calkini,20.30404,-90.11491,Merida,6.8,0.1,3.8,1.3,9,12.2,17.3,70.5,Arcilla,Arcillosa,0.1,1.8,23.2,3.9,0,46.1,0,0
1531,Feozem,Temporal,JALISCO,Teuchitlan,20.68501,-103.82074,Guadalajara,7.5,0.3,2.5,1.3,21.4,28.8,32,39.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.3,10.2,4.7,1.5,21.8,0.2,0.1
1532,Regosol,Temporal,JALISCO,Zapotlanejo,20.69172,-103.12676,L E1,4.8,0.3,1.6,1.3,70.7,62.2,18,19.8,Migajon arenoso,Franco arenosa y franco,0.1,0.4,2.6,0.3,0.1,12.8,0.1,0
1533,Regosol,Temporal,JALISCO,Zapotlanejo,20.69227,-103.04965,L E1,7.3,0.4,2.4,1.3,35.7,46.2,30,23.8,Franco,Franco arenosa y franco,0.1,1,6.8,3.6,0.2,18.7,0,0
1534,Luvisol,Temporal,JALISCO,Zapotlanejo,20.69278,-102.97254,L E1,4.7,0.2,2.6,1.3,9.1,28.2,32,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.5,7.4,3,0.5,24.2,0.1,0
1536,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.69369,-102.81831,L E1,5.1,0.8,5.8,1.3,20.2,29.5,23.3,47.2,Arcilla,Arcillosa,0.2,0.8,6.5,1.4,0.3,36.1,0.1,0
1537,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.69444,-102.66408,Guadalajara,6.9,0.8,3.7,1.1,44.3,22.2,22,55.8,Arcilla,Arcillosa,0.2,1.4,10.7,6.6,0.5,28.5,0.1,0
1538,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.69475,-102.58697,Guadalajara,6.4,0.9,2.6,1.1,161.1,14.2,20,65.8,Arcilla,Arcillosa,0.2,2.4,7.2,3.8,0.6,21.2,0.1,0
1540,Luvisol,Temporal,JALISCO,Arandas,20.69527,-102.43273,Guadalajara,6.7,0.6,2.3,1.2,302,22.2,18,59.8,Arcilla,Arcillosa,0.2,1,22.6,11.3,0.9,43.5,0,0
1541,Luvisol,Temporal,JALISCO,Arandas,20.69547,-102.35562,Guadalajara,6,0.3,3.5,1.1,42.3,12.2,14,73.8,Arcilla,Arcillosa,0.1,0.7,8.6,2,0.4,20.7,0.1,0
1542,Luvisol,Temporal,JALISCO,Arandas,20.69563,-102.2785,Guadalajara,5.2,1.2,2.9,1.1,31.2,18.2,40,41.8,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,1.8,7.4,1.9,0.6,25.2,0.1,0
1543,Feozem,Temporal,JALISCO,Jesus Maria,20.69583,-102.12427,Guadalajara,6.5,0.5,2.3,1.4,281.9,52.2,16,31.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,7.9,1.4,0.3,14,0,0
1545,Vertisol,Temporal,GUANAJUATO,Manuel Doblado,20.69577,-101.8158,E1 Gto,7,0.3,1.9,1.4,4,28.2,20,51.8,Arcilla,Arcillosa,0.1,0.8,5.3,1.4,1.1,38,0.3,0
1546,Vertisol,Temporal,GUANAJUATO,Romita,20.69551,-101.66157,E1 Gto,6.2,0.6,1.9,1.4,4,24.2,22,53.8,Arcilla,Arcillosa,0.1,0.8,4.2,3.5,0.2,31,0.1,0
1547,Vertisol,Temporal,GUANAJUATO,Irapuato,20.69509,-101.50734,E1 Gto,5.7,0.2,4.8,1.3,1,20.2,30,49.8,Arcilla,Arcillosa,0.2,0.4,4.3,0.6,0,20.2,0,0
1548,Vertisol,Temporal,GUANAJUATO,Salamanca,20.69335,-101.12176,E1 Gto S-Qro,6,0.4,1.6,1.3,15.9,16.2,28,55.8,Arcilla,Arcillosa,0.1,0.6,3.9,1.7,0.1,33.6,0,0
1549,Vertisol,Temporal,GUANAJUATO,Santa Cruz de Juventino Rosa,20.69289,-101.04465,E1 Gto S-Qro,6,0.2,1.9,1.3,1,28.2,20,51.8,Arcilla,Arcillosa,0.1,0.1,3.7,3.3,0.2,24,0.1,0
1552,Vertisol,Temporal,QUERETARO,Colon,20.6823,-99.96513,E1 Qro-Hgo-Mex,8,0.4,2.3,1.1,6,22.2,22,55.8,Arcilla,Arcillosa,0.1,1.1,2.6,2.2,1.3,25.6,0.5,0.1
1553,Vertisol,Temporal,QUERETARO,Ezequiel Montes,20.68125,-99.88803,E1 Qro-Hgo-Mex,7.4,0.3,2.3,1.3,60.4,38.2,18,43.8,Arcilla,Arcillosa,0.1,1.2,1.8,2.1,0,16,0,0
1556,Luvisol,Temporal,HIDALGO,Zacualtip n de Angeles,20.65916,-98.65462,Veracruz- Hgo,5.1,0.1,10.1,0.7,15.9,57.5,36,6.5,Migajon Arenoso,Franco arenosa y franco,0.5,0.2,0,0.5,1.4,1.2,4,1.1
1557,Acrisol,Temporal,HIDALGO,Zacualtip n de Angeles,20.65745,-98.57754,Veracruz- Hgo,5.2,0.1,5.5,1.1,19.9,27.5,30,42.5,Arcilla,Arcillosa,0.2,1.8,0,2.1,1.8,4.8,1.2,0.4
1561,Vertisol,Temporal,PUEBLA,Pantepec,20.64029,-97.88397,Veracruz- Hgo,8.1,0.6,4.4,1.3,2,26,27.3,46.7,Arcilla,Arcillosa,0.2,0.3,59.1,1.6,0.1,17.9,0,0
1562,Regosol,Temporal,PUEBLA,Francisco Z. Mena,20.63819,-97.80692,Veracruz- Hgo,7.1,0.8,6.7,1.1,6.9,22,27.3,50.7,Arcilla,Arcillosa,0.4,0.8,24.8,3.8,0.2,25.7,0,0
1566,Regosol,Temporal,VERACRUZ,Tihuatlan,20.62939,-97.49873,L E1,8.1,0.2,2.6,1.3,10.5,6.2,42,51.8,Arcillo Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.5,51.5,2.7,0.2,32.3,0,0
1567,Regosol,Temporal,VERACRUZ,Tihuatlan,20.62709,-97.42169,L E1,7.1,0.3,3.9,1.3,18.9,17.5,27.3,55.2,Arcilla,Arcillosa,0.2,0.4,43.2,8.4,0.5,62.6,0,0
1568,Regosol,Temporal,VERACRUZ,Papantla,20.62238,-97.26762,L E1,7.7,0.4,3.7,1.3,4.2,37.5,26.7,35.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.6,43.5,1.8,0.2,30.9,0,0
1570,Rendzina,Temporal,YUCATAN,Tekax,20.16981,-89.35573,Merida,7.6,0.3,5.1,1.3,2,20.2,19.3,60.5,Arcilla,Arcillosa,0.1,1.2,48.4,7.3,0.4,50.4,0,0
1571,Luvisol,Temporal,YUCATAN,Peto,20.13739,-88.97322,Merida,7.5,0.2,5.1,1.2,0,12.2,11.3,76.5,Arcilla,Arcillosa,0.2,3.7,35.6,5.2,0.2,49.6,0,0
1572,Regosol,Temporal,JALISCO,Mixtlan,20.60259,-104.51328,Nayarit,5.1,0.1,2.7,1.3,9,22.2,34,43.8,Arcilla,Arcillosa,0.1,0.8,6.5,4.2,0.2,18.4,0,0
1573,Regosol,Temporal,JALISCO,Guachinango,20.60384,-104.43623,Nayarit,4.7,0.3,3.8,1.3,41.8,50.2,24,25.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,10.8,4.2,0,23.4,0,0
1574,Feozem,Temporal,JALISCO,Ameca,20.60951,-104.05095,Guadalajara,4.8,0.4,3.8,1.2,17.1,58.8,18,23.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,0.5,4.2,2.5,0.4,0,0.1,0
1577,Feozem,Temporal,JALISCO,Tonal,20.61857,-103.20323,Guadalajara,5.9,0.4,1.7,1.3,3,32.8,26,41.2,Arcilla,Arcillosa,0.1,1.5,10.7,10.5,1.1,26.8,0.1,0
1578,Feozem,Temporal,JALISCO,Zapotlanejo,20.61916,-103.12616,L E1,5.8,0.3,11.7,1,151.5,54.2,28,17.8,Migajon Arenoso,Franco arenosa y franco,0.3,1.1,11.8,6.4,0.3,36.2,0,0
1579,Feozem,Temporal,JALISCO,Zapotlanejo,20.61971,-103.04909,L E1,6.6,0.4,2.6,1.3,50.5,28.2,34,37.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.2,21.5,12.2,1,45.1,0.1,0
1580,Luvisol,Temporal,JALISCO,Zapotlanejo,20.62022,-102.97202,L E1,5.6,0.9,3.9,1.3,121.2,27.5,34,38.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.3,9.2,6.1,0.5,28.9,0.1,0
1581,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.62069,-102.89494,L E1,4.9,0.5,5,1.3,35.4,26.2,30,43.8,Arcilla,Arcillosa,0.2,0.5,4.7,2.1,0.5,22.7,0.1,0
1582,Feozem,Temporal,JALISCO,Tepatitlan de Morelos,20.62113,-102.81787,L E1,4.7,0.8,4.5,1.3,16.2,22.2,28,49.8,Arcilla,Arcillosa,0.2,0.6,5.7,3.3,0.6,27.6,0.1,0
1585,Luvisol,Temporal,JALISCO,Atotonilco el Alto,20.62247,-102.50958,Guadalajara,4.5,0.8,3.2,1.1,291.9,8.2,20,71.8,Arcilla,Arcillosa,0.2,0.5,6.2,1.4,0.6,20.8,0.1,0
1587,Luvisol,Temporal,JALISCO,Arandas,20.62291,-102.35543,Guadalajara,4.7,0.5,2.3,1.2,70.5,20.2,26,53.8,Arcilla,Arcillosa,0.1,0.3,12,8.1,1.1,29.2,0.1,0
1588,Luvisol,Temporal,JALISCO,Arandas,20.62307,-102.27835,Guadalajara,6.4,0.2,2.1,1.2,19.1,22.2,30,47.8,Arcilla,Arcillosa,0.1,1.1,14.9,11.9,1.4,40.4,0.1,0
1589,Luvisol,Temporal,JALISCO,Jesus Maria,20.62319,-102.20128,Guadalajara,4.3,0.9,2.9,1.1,46.3,16.2,18,65.8,Arcilla,Arcillosa,0.2,0.4,6.5,4,0.8,27.2,0.1,0
1590,Feozem,Temporal,JALISCO,Jesus Maria,20.62327,-102.1242,Guadalajara,5.5,0.4,2.1,1.1,60.4,18.2,16,65.8,Arcilla,Arcillosa,0.2,0.7,6.9,2.2,0.5,21.8,0.1,0
1591,Feozem,Temporal,GUANAJUATO,Manuel Doblado,20.62328,-101.89298,E1 Gto,6.5,0.3,2.7,1.4,3,26.2,24,49.8,Arcilla,Arcillosa,0.2,0.8,5.3,0.8,0.2,28.4,0,0
1592,Feozem,Temporal,GUANAJUATO,Cueramaro,20.6231,-101.73882,E1 Gto,5.8,0.5,2.2,1.3,0,22.2,18,59.8,Arcilla,Arcillosa,0.1,0.1,4.8,3.8,0.1,10.4,0,0
1593,Vertisol,Temporal,GUANAJUATO,Santa Cruz de Juventino Rosa,20.61928,-100.89102,E1 Gto S-Qro,8.3,0.4,1.9,1.3,2,16.2,26,57.8,Arcilla,Arcillosa,0.1,1.9,6.1,2.2,0.2,30.2,0,0
1594,Vertisol,Temporal,GUANAJUATO,Celaya,20.61808,-100.73688,E1 Gto S-Qro,8.1,0.4,1.3,1.2,0,18.2,24,57.8,Arcilla,Arcillosa,0.1,1,4.6,1.8,1.6,40.8,0.5,0
1595,Vertisol,Temporal,GUANAJUATO,Apaseo el Grande,20.61599,-100.50567,E1 Gto N,8.4,0.4,1.3,1.3,2,25.5,30,44.5,Arcilla,Arcillosa,0.1,1.4,4.7,1.3,1.7,41.6,0.5,0
1597,Feozem,Temporal,QUERETARO,Colon,20.61172,-100.12035,E1 Qro-Hgo-Mex,7,0.3,2.3,1.3,181.2,16.2,36,47.8,Arcilla,Arcillosa,0.1,1.1,1.6,2.8,0.6,14.6,0.3,0
1598,Feozem,Temporal,QUERETARO,Tequisquiapan,20.61075,-100.04329,E1 Qro-Hgo-Mex,7.3,0.3,2.3,1.4,26.2,22.2,26,51.8,Arcilla,Arcillosa,0.1,1.1,8,2.4,0.8,19,0.1,0
1599,Feozem,Temporal,QUERETARO,Ezequiel Montes,20.6087,-99.88917,E1 Qro-Hgo-Mex,6.5,0.1,2.3,1.6,6,66.2,16,17.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.6,0.5,1.1,0,4.4,0,0
1600,Feozem,Temporal,QUERETARO,Ezequiel Montes,20.60761,-99.81211,E1 Qro-Hgo-Mex,7.8,0.2,2.3,1.3,12.1,18.2,18,63.8,Arcilla,Arcillosa,0.1,1,3.2,2,0.2,36,0.1,0
1603,Rendzina,Temporal,HIDALGO,Ixmiquilpan,20.59751,-99.19569,Hidalgo,8.7,0.6,2.3,1.3,2,54,27.3,18.7,Migajon Arenoso,Franco arenosa y franco,0.1,0.2,23.7,1.3,0.2,12.3,0,0
1604,Cambisol,Temporal,HIDALGO,Zacualtip n de Angeles,20.58662,-98.65641,Veracruz- Hgo,7.1,0.7,9.4,1.1,47.3,21.5,10,68.5,Arcilla,Arcillosa,0.3,0.4,0,1.6,5.3,6.5,4.7,0.8
1605,Luvisol,Temporal,HIDALGO,Zacualtip n de Angeles,20.58491,-98.57938,Veracruz- Hgo,5,0.2,16.1,0.8,13.9,33.5,38,28.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,0.8,0,1.1,1.7,2.7,2.1,0.6
1607,Feozem,Temporal,VERACRUZ,Ixhuatl n de Madero,20.56982,-97.96319,Veracruz- Hgo,6.8,0.6,6.7,1.3,2,18,31.3,50.7,Arcilla,Arcillosa,0.4,0.6,250.1,2,0.2,21.7,0,0
1608,Regosol,Temporal,PUEBLA,Pantepec,20.56566,-97.80917,Veracruz- Hgo,6.8,0.5,4.1,1.3,3,18.2,30,51.8,Arcilla,Arcillosa,0.2,0.7,23.4,2.8,0.2,22.1,0,0
1609,Vertisol,Temporal,VERACRUZ,Tihuatlan,20.55687,-97.50115,L E1,7.8,0.4,5.5,1.2,8.4,16.9,35.3,47.8,Arcilla,Arcillosa,0.3,1.4,54.7,3.8,0.3,50.9,0,0
1610,Regosol,Temporal,VERACRUZ,Papantla,20.55224,-97.34716,L E1,8,0.4,5,1.3,4.2,21.5,38.7,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.3,0.4,50.2,2,0.2,30,0,0
1611,Regosol,Temporal,VERACRUZ,Papantla,20.54986,-97.27016,L E1,8,0.4,2.4,1.3,4.2,32.2,38,29.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,40.3,1.3,0.3,18.2,0,0
1612,Cambisol,Temporal,VERACRUZ,Tecolutla,20.545,-97.11619,Jalapa,8,0.2,2.1,1.3,3,22.2,40.7,37.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,91.1,3,0.8,43.6,0,0
1613,Rendzina,Temporal,CAMPECHE,Hecelchakan,20.15946,-90.12763,Merida,6.6,0.2,3.8,1.2,6,16.2,9.3,74.5,Arcilla,Arcillosa,0.1,2.6,23,5,0,39.9,0,0
1614,Rendzina,Temporal,YUCATAN,Oxkutzcab,20.10392,-89.43897,Merida,8.1,0.3,4,1.2,0,16.2,23.3,60.5,Arcilla,Arcillosa,0.1,1.6,44.2,3,0.2,30.3,0,0
1615,Cambisol,Temporal,JALISCO,Talpa de Allende,20.5232,-104.89697,Nayarit,5.5,0.1,3.2,1.4,149.6,66.2,18,15.8,Migajon arenoso,Franco arenosa y franco,0.1,0.5,6.8,3.2,0,15.4,0,0
1616,Acrisol,Temporal,JALISCO,Mascota,20.52605,-104.74296,Nayarit,4.4,0.7,4.3,1.1,159.5,28.2,40,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1,6.1,1.7,0,24.2,0,0
1617,Feozem,Temporal,JALISCO,Mixtlan,20.53004,-104.51193,Nayarit,5.1,0.2,4.6,1.1,17.9,14.2,18,67.8,Arcilla,Arcillosa,0.1,1.1,3.2,3.3,0,26.7,0,0
1618,Regosol,Temporal,JALISCO,Guachinango,20.5325,-104.35791,Nayarit,5.7,0.3,1.6,1.4,25.9,58.2,24,17.8,Migajon arenoso,Franco arenosa y franco,0,0.8,6.8,3,0.1,12.8,0,0
1620,Feozem,Temporal,JALISCO,Ameca,20.53696,-104.04985,Guadalajara,8.3,0.5,1.3,1.3,10.7,62.8,20,17.2,Migajon Arenoso,Franco arenosa y franco,0,0.4,16.7,4.1,1,15.6,0.1,0.1
1621,Vertisol,Temporal,JALISCO,Ameca,20.53896,-103.89581,Guadalajara,3.7,0.7,2,1.3,20.1,28.8,26,45.2,Arcilla,Arcillosa,0.1,0.9,5.7,1.9,0.3,19.9,0.1,0
1622,Regosol,Temporal,JALISCO,San Martin de Hidalgo,20.5399,-103.81879,Guadalajara,5.7,0.1,1.7,1.3,70.5,48.8,28,23.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,4.9,2.9,0.8,14.3,0.2,0.1
1623,Regosol,Temporal,JALISCO,Tlajomulco de Zuqiga,20.54327,-103.51069,Guadalajara,4.7,0.9,2.9,1.4,161.1,62.8,18,19.2,Migajon Arenoso,Franco arenosa y franco,0.1,0.5,2.8,0.5,0.1,9.9,0.1,0
1624,Regosol,Temporal,JALISCO,Tlajomulco de Zuqiga,20.54472,-103.35664,Guadalajara,5.6,0.4,2.2,1.1,74.5,38.8,48,13.2,Franco,Franco arenosa y franco,0.1,1.8,6.7,2.5,0.5,17.3,0.1,0
1625,Vertisol,Temporal,JALISCO,Tonal,20.54601,-103.20258,Guadalajara,5.3,0.3,4,1.2,2,30.8,24,45.2,Arcilla,Arcillosa,0.1,1,6,4,0.5,24.2,0.1,0
1626,Feozem,Temporal,JALISCO,Zapotlanejo,20.5466,-103.12555,L E1,4.3,1,2.6,1.1,23.7,43.5,24,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,7.2,3.8,0.6,25.6,0.1,0
1627,Feozem,Temporal,JALISCO,Zapotlanejo,20.54715,-103.04852,L E1,5.5,0.3,8,1.1,60.6,28.2,33.3,38.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,1.3,13,8.8,0.7,34.3,0.1,0
1628,Vertisol,Temporal,JALISCO,Tototlan,20.54896,-102.7404,L E1,5.6,3.4,2.1,1.1,161.6,61.5,16,22.5,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,2.5,6.8,4.1,1.1,20.9,0.2,0.1
1629,Feozem,Temporal,JALISCO,Tototlan,20.54932,-102.66337,Guadalajara,5,1.1,5.3,1.3,S/D,18.2,22,59.8,Arcilla,Arcillosa,0.2,0.9,24.5,14.6,0.6,42.7,0,0
1632,Feozem,Temporal,JALISCO,Jesus Maria,20.55075,-102.0471,Guadalajara,7.2,0.6,3.2,1.2,6.5,36.2,20,43.8,Arcilla,Arcillosa,0.2,0.4,22.2,5.8,1,29.8,0.1,0
1634,Vertisol,Temporal,GUANAJUATO,Apaseo el Grande,20.54417,-100.5835,E1 Gto S-Qro,8,0.2,1.5,1.3,30.2,36.2,18,45.8,Arcilla,Arcillosa,0.1,1.3,2.8,2.6,0.3,40.4,0.1,0
1635,Feozem,Temporal,QUERETARO,Tequisquiapan,20.53719,-99.96732,E1 Qro-Hgo-Mex,6.8,0.1,1.5,1.6,12.9,46.2,32,21.8,Franco,Franco arenosa y franco,0.1,0.7,3.2,1.2,0.1,4.4,0,0
1636,Rendzina,Temporal,HIDALGO,Tecozautla,20.53032,-99.50523,E1 Qro-Hgo-Mex,9.1,0.6,1.8,1.3,10.1,42.2,34,23.8,Franco,Franco arenosa y franco,0.1,5.1,3,2.4,4,22.2,1.5,0.2
1640,Feozem,Temporal,PUEBLA,Pantepec,20.49523,-97.88839,Veracruz- Hgo,7.9,0.4,5.2,1.1,2,20,39.3,40.7,Arcilla,Arcillosa,0.3,0.5,40.4,3.8,0.2,15.3,0,0
1641,Nitosol,Temporal,PUEBLA,Venustiano Carranza,20.49313,-97.81142,Veracruz- Hgo,5.1,0.2,5.4,1.1,0,14,31.3,54.7,Arcilla,Arcillosa,0.3,0.2,49.3,2.7,0.1,9.5,0,0
1642,Cambisol,Temporal,PUEBLA,Venustiano Carranza,20.4866,-97.58053,L E1,5.5,0.3,11.7,1.1,4,28.2,34,37.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.8,1.2,24.6,12.4,0.7,76.1,0,0
1643,Regosol,Temporal,VERACRUZ,Papantla,20.47735,-97.2727,L E1,8,0.4,3.2,1.3,23.1,42.2,21.3,36.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.2,47,2.5,0.3,33,0,0
1644,Regosol,Temporal,VERACRUZ,Gutierrez Zamora,20.47249,-97.11881,Jalapa,8.2,0.2,1.6,1.3,6,40.2,26.7,33.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0,0.4,60.5,2.4,0.2,28.1,0,0
1647,Feozem,Temporal,JALISCO,Ameca,20.46441,-104.04875,Guadalajara,6.8,0.2,2.6,1.3,11.1,44.8,24,31.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,12.3,4.4,1.1,22,0.1,0.1
1648,Vertisol,Temporal,JALISCO,San Martin de Hidalgo,20.46543,-103.97177,Guadalajara,6.9,0.3,3,1.4,80.5,12.8,24,63.2,Arcilla,Arcillosa,0.2,2.4,37.5,22.8,1.8,69.3,0.1,0
1650,Feozem,Temporal,JALISCO,Villa Corona,20.46825,-103.74083,Guadalajara,4.6,0.4,1.7,1.4,5,34.8,26,39.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,13.5,2.7,0.4,22,0,0
1653,Regosol,Temporal,JALISCO,Tlajomulco de Zuqiga,20.47072,-103.50988,Guadalajara,5.1,0.4,3,1.4,33.2,6.8,24,69.2,Arcilla,Arcillosa,0.1,1.1,24.6,7.8,0.9,48.1,0,0
1655,Vertisol,Temporal,JALISCO,Tototlan,20.47641,-102.74,Guadalajara,5.4,0.3,0.4,1.3,11.1,16.8,26,57.2,Arcilla,Arcillosa,0.1,0.9,15.4,7.9,0.7,34.1,0.1,0
1657,Vertisol,Temporal,JALISCO,Atotonilco el Alto,20.47708,-102.58602,Guadalajara,5.3,0.8,1.8,1.3,110.7,20.8,54,25.2,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,0.7,26.9,20.9,1,53.4,0,0
1660,Vertisol,Temporal,GUANAJUATO,Penjamo,20.47783,-101.66211,C3 Gto,5.3,0.3,4.7,1.1,39.7,30.9,25.3,43.8,Arcilla,Arcillosa,0.1,0.1,3,3.7,0.1,16.2,0,0
1661,Vertisol,Temporal,GUANAJUATO,Abasolo,20.47714,-101.43114,C3 Gto,7.9,1.9,2,1.3,22.1,28.9,19.3,51.8,Arcilla,Arcillosa,0.1,0.1,5.7,3.4,2.4,38.6,0.5,0.1
1662,Vertisol,Temporal,GUANAJUATO,Cortazar,20.47417,-100.89221,C3 Gto,7.3,0.4,2.5,1.2,8.1,20.9,19.3,59.8,Arcilla,Arcillosa,0.1,1.1,6.1,7.8,0.1,39.2,0,0
1663,Vertisol,Temporal,GUANAJUATO,Apaseo el Alto,20.47162,-100.58426,E1 Gto S-Qro,6.7,0.2,2.3,1.3,6,16.2,22,61.8,Arcilla,Arcillosa,0.1,0.7,3,2.2,0.2,43.2,0.1,0
1665,Vertisol,Temporal,QUERETARO,Corregidora,20.47011,-100.43029,E1 Gto S-Qro,7.3,0.2,1.5,1.2,12.1,22.2,24,53.8,Arcilla,Arcillosa,0.1,1.4,2.3,3.6,0.7,28,0.2,0
1666,Vertisol,Temporal,QUERETARO,Huimilpan,20.46844,-100.27633,E1 Gto S-Qro,7.1,0.2,2.3,1.4,12.1,20.2,26,53.8,Arcilla,Arcillosa,0.1,1.3,1.9,2.3,1.3,20.2,0.6,0.1
1668,Feozem,Temporal,HIDALGO,Tecozautla,20.46139,-99.73748,E1 Qro-Hgo-Mex,7,0.3,1.5,1.4,22.1,46.2,28,25.8,Franco,Franco arenosa y franco,0.1,1,1.5,1.7,0,10.8,0,0
1670,Feozem,Temporal,HIDALGO,Huichapan,20.45902,-99.58354,E1 Qro-Hgo-Mex,7.4,0.4,2.6,1.4,42.3,38.2,20,41.8,Arcilla,Arcillosa,0.1,0.9,1.9,3.6,0,16.6,0,0
1677,Vertisol,Temporal,PUEBLA,Jalpan,20.42061,-97.81367,L E1,7.9,0.5,5.3,1.3,12.6,44.9,35.3,19.8,Franco,Franco arenosa y franco,0.2,0.6,28.3,1.2,0.5,23.7,0,0
1678,Vertisol,Temporal,VERACRUZ,Papantla,20.40721,-97.35215,L E1,8.2,0.3,2.6,1.4,S/D,4.2,34,61.8,Arcilla,Arcillosa,0.2,0.5,56,4,0.4,33.8,0,0
1679,Regosol,Temporal,VERACRUZ,Papantla,20.40243,-97.19833,Jalapa,8,0.3,3.5,1.3,0,34.2,16.7,49.1,Arcilla,Arcillosa,0.1,0.6,72.1,2.8,0.1,65.3,0,0
1680,Regosol,Temporal,VERACRUZ,Gutierrez Zamora,20.39998,-97.12143,Jalapa,8,0.3,2.4,1.4,6,26.2,40.7,33.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1,63.3,2.5,0.2,35.5,0,0
1682,Luvisol,Temporal,CAMPECHE,Hopelchan,19.98446,-89.75806,Merida,7,0.1,5.1,1.2,0,12.2,15.3,72.5,Arcilla,Arcillosa,0.1,2.8,23,5.1,0.1,43.6,0,0
