pid,hid,hor_no,top,bottom,hor_code,hor_mk,mak,caco3,humus,total_N,ph_h2o,ph_kcl,ap,ak,Y1,sum_bases,cec,base_sat,bd,Real_density,h_water,porosity,wp,fc,ret_cap,air_cap,coarse_frag,clay,silt,Fine_sand,Coarse_sand,total,sand
P6270,P6270H04,4,70,90,H01-47,IVC,Geoloski sloj,0,1.75,NA,6.7,5.5,NA,NA,9.44,9.94,11.59,85.76358930112166,NA,NA,1.27,NA,NA,NA,NA,NA,15.47,10.7,30.5,44.1,14.7,100,58.8
P6270,P6270H05,5,90,120,H01-48,VC,Geoloski sloj,0,1.67,NA,6.9,5.7,NA,NA,7.57,10.72,12.040000000000001,89.03654485049833,NA,NA,1.43,NA,NA,NA,NA,NA,9.2,12.7,38,37.43,11.87,100,49.3
P6271,P6271H01,1,0,18,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,0,2.44,NA,7,6.2,NA,NA,4.8,20.1,21.700000000000003,92.62672811059907,NA,NA,2.4,NA,NA,NA,NA,NA,1.7,23.1,50.3,23.6,3,100,26.6
P6271,P6271H02,2,18,68,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",0,1.73,NA,6.9,6,NA,NA,6.1,12.2,14.2,85.91549295774648,NA,NA,2.1,NA,NA,NA,NA,NA,8.7,9.8,43.3,28.1,18.8,100,46.900000000000006
P6271,P6271H03,3,68,100,H01-24,Gr,Redukcionen gleen pothorizont,0,1.43,NA,6.8,5.9,NA,NA,5.2,16.5,18.2,90.65934065934066,NA,NA,1.7,NA,NA,NA,NA,NA,51,9.6,18.3,26.9,45.2,99.99999999999999,72.1
P6273,P6273H01,1,0,30,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.37,NA,5.4,4,NA,NA,25.59,7.14,11.620000000000001,61.44578313253011,NA,NA,1.64,NA,NA,NA,NA,NA,2.6,9.2,32.5,37.61,20.69,100,58.3
P6273,P6273H02,2,30,67,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1,NA,5.8,4.3,NA,NA,16.34,7.81,10.67,73.19587628865979,NA,NA,1.5,NA,NA,NA,NA,NA,8.4,16.7,27.5,42.82,12.98,100,55.8
P6273,P6273H03,3,67,93,H01-21,C,Rastresit maticen supstrat,0,0.89,NA,5.8,4.3,NA,NA,15.13,10.14,12.790000000000001,79.28068803752933,NA,NA,1.39,NA,NA,NA,NA,NA,5.35,13.7,25,36.15,25.15,100,61.3
P6273,P6273H04,4,93,130,H01-21,C,Rastresit maticen supstrat,0,0.83,NA,5.9,4.5,NA,NA,14.13,7.47,9.94,75.15090543259558,NA,NA,1.03,NA,NA,NA,NA,NA,8.18,11.2,21.5,37.72,29.58,100,67.3
P6274,P6274H01,1,0,16,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,5.76,NA,4.9,3.85,NA,NA,29.63,7.37,17,43.35294117647059,NA,NA,1.47,NA,NA,NA,NA,NA,40.84,13.4,27.3,33.7,25.6,100.00000000000001,59.300000000000004
P6274,P6274H02,2,16,37,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.12,NA,5.5,4.45,NA,NA,12.89,4.11,8.3,49.51807228915663,NA,NA,1.14,NA,NA,NA,NA,NA,40.84,8.9,20.3,38.1,32.7,100.00000000000001,70.80000000000001
P6274,P6274H03,3,37,60,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.6,NA,5.6,4.7,NA,NA,8.62,3.96,6.76,58.57988165680473,NA,NA,1.12,NA,NA,NA,NA,NA,44.88,7.2,14.5,33.6,44.7,100.00000000000001,78.30000000000001
P6274,P6274H04,4,60,90,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,0,1.27,NA,5.75,4.75,NA,NA,5.91,4.43,6.35,69.76377952755905,NA,NA,1.08,NA,NA,NA,NA,NA,49.2,6.7,16,36.6,40.7,100.00000000000001,77.30000000000001
P6275,P6275H01,1,1,22,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,6.76,NA,5.3,3.9,NA,NA,32.52,9.55,20.12,47.465208747514914,NA,NA,1.91,NA,NA,NA,NA,NA,26.23,15.2,23,49.2,12.6,100.00000000000001,61.800000000000004
P6275,P6275H02,2,22,49,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.95,NA,5.25,3.95,NA,NA,19.02,5.42,11.6,46.724137931034484,NA,NA,1.91,NA,NA,NA,NA,NA,34.16,10.5,21.9,48.3,19.3,100,67.6
