pid,hid,hor_no,top,bottom,hor_code,hor_mk,mak,caco3,humus,total_N,ph_h2o,ph_kcl,ap,ak,Y1,sum_bases,cec,base_sat,bd,Real_density,h_water,porosity,wp,fc,ret_cap,air_cap,coarse_frag,clay,silt,Fine_sand,Coarse_sand,total,sand
P1033,P1033H02,2,20,40,H01-07,Amo,Molicen horizont A,15.83,4.69,NA,8.44,7.93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,12.5,81.36,2.54,100,83.9
P1033,P1033H03,3,40,60,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,14.73,1.53,NA,8.8,8.23,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,8.8,38.8,50.6,1.8,99.99999999999999,52.4
P1034,P1034H01,1,0,17,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,7.71,1.06,NA,7.28,6.86,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,9.7,26.1,56.02,8.18,100.00000000000001,64.2
P1034,P1034H02,2,17,62,H01-45,IIC,Geoloski sloj,6.16,0.39,NA,7.7,7.22,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,7,19.8,63.42,9.78,100,73.2
P1035,P1035H01,1,0,25,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,NA,NA,6.78,6.52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,2.1,0.1,87.09,10.71,100,97.80000000000001
P1035,P1035H02,2,25,36,H01-45,IIC,Geoloski sloj,3.61,0.6,NA,6.8,6.24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,0.9,3,74.32,21.78,100,96.1
P1035,P1035H03,3,36,53,H01-46,IIIC,Geoloski sloj,3.71,0.29,NA,6.78,6.52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,6.3,50.3,41.81,1.59,100,43.400000000000006
P1036,P1036H01,1,0,16,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,10.53,1.31,NA,8.29,7.75,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.4,38.8,50.47,6.33,100,56.8
P1036,P1036H02,2,16,30,H01-45,IIC,Geoloski sloj,8.19,1.15,NA,8.44,7.79,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7.7,86.96,1.34,100,88.3
P1036,P1036H03,3,30,44,H01-46,IIIC,Geoloski sloj,5.5,0.87,NA,8.48,7.63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1.3,6.1,82.98,9.92,100.3,92.9
P1036,P1036H04,4,44,80,H01-47,IVC,Geoloski sloj,5.91,1.1,NA,7.79,7.13,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.16,2.6,13.9,45.38,38.12,100,83.5
P1037,P1037H01,1,0,30,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,11.19,2.21,NA,8.3,7.61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,4.8,16.9,75.94,2.36,99.99999999999999,78.3
P1037,P1037H02,2,50,90,H01-45,IIC,Geoloski sloj,9.44,0.82,NA,8.23,7.49,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,5.7,22.7,58.11,13.49,100,71.6
P1037,P1037H03,3,100,120,H01-46,IIIC,Geoloski sloj,12.32,0.29,NA,8.48,7.61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,2.9,6.5,83.9,6.7,100.00000000000001,90.60000000000001
P1038,P1038H01,1,0,20,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,12.6,1.17,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,4.3,36.9,47.68,11.12,99.99999999999999,58.8
P1038,P1038H02,2,40,60,H01-45,IIC,Geoloski sloj,12.28,0.87,NA,8.17,7.54,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.3,15.5,81.12,2.08,100,83.2
P1039,P1039H01,1,0,13,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,11.21,2.24,NA,8.1,7.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,5.58,28.5,61.86,4.06,100,65.92
P1039,P1039H02,2,13,35,H01-45,IIC,Geoloski sloj,13,1.03,NA,8.4,7.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.1,19.1,72.8,4,100,76.8
P1039,P1039H03,3,35,50,H01-45,IIC,Geoloski sloj,8.37,0.01,NA,8.2,7.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.2,9.9,81.52,7.38,100,88.89999999999999
P1040,P1040H01,1,0,16,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,7.07,2.48,NA,8.1,7.5,3.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,6.2,38.2,53.61,1.99,100.00000000000001,55.6
P1040,P1040H02,2,16,32,H01-45,IIC,Geoloski sloj,6.41,8.86,NA,8.2,7.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.7,4.2,82.68,11.42,100.00000000000001,94.10000000000001
P1040,P1040H03,3,32,67,H01-46,IIIC,Geoloski sloj,5.8,3.72,NA,8.5,7.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,10,0.3,73.61,16.09,100,89.7
P1041,P1041H01,1,0,20,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.8,7.3,82.5,3.4,100,85.9
P1041,P1041H02,2,20,40,H01-45,IIC,Geoloski sloj,7,1.39,NA,7.04,6.78,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.8,42.7,39.51,5.99,100,45.5
P1041,P1041H03,3,40,60,H01-46,IIIC,Geoloski sloj,18.99,NA,NA,7.29,6.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,32.1,56.02,1.88,100,57.900000000000006
P1042,P1042H01,1,0,28,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,4.96,0.69,NA,6.92,6.62,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.5,6.2,78.62,11.68,100.00000000000001,90.30000000000001
P1042,P1042H02,2,50,77,H01-45,IIC,Geoloski sloj,13.37,NA,NA,7.28,6.82,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,3.9,16.5,59.83,19.77,100,79.6
P1043,P1043H01,1,0,30,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0.5,0.56,NA,7.13,6.47,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1043,P1043H02,2,30,60,H01-45,IIC,Geoloski sloj,10.64,2.1,NA,7.17,6.93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43,0.5,0,68.9,30.6,100,99.5
P1049,P1049H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.9,NA,7.5,6.7,1,NA,1.5,35.4,36.4,97.25274725274726,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1049,P1049H02,2,15,30,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2,NA,7.4,6.4,NA,NA,1.9,24.3,25.3,96.04743083003953,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1049,P1049H03,3,30,60,H01-21,C,Rastresit maticen supstrat,0,1.9,NA,7.3,6.1,NA,NA,1.9,26.5,27.5,96.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1055,P1055H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,5.96,2.16,NA,8.02,7.62,19.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,21.1,17.1,54.15,7.65,100,61.8
P1056,P1056H01,1,0,14,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,5.62,1.83,NA,8.22,8.12,8.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.7,11.4,81.6,6.3,100,87.89999999999999
P1056,P1056H02,2,14,34,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,7.91,1.18,NA,9.36,8.54,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,9.6,27,58.5,4.9,100,63.4
P1056,P1056H03,3,34,64,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.89,0.3,NA,9.24,8.52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,22.9,63.14,8.96,100,72.1
P1056,P1056H04,4,64,94,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,8.96,0.25,NA,8.96,8.28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.7,2.5,88.11,2.69,100,90.8
P1056,P1056H05,5,94,104,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,7.07,0.12,NA,8.4,8.12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,9.7,4.2,85.2,0.9,100.00000000000001,86.10000000000001
P1057,P1057H01,1,0,25,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,33.8,60.35,2.45,100,62.800000000000004
P1057,P1057H02,2,25,50,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,10.44,0.25,NA,8.76,8.28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,4.6,94.41,0.39,99.99999999999999,94.8
P1057,P1057H03,3,50,75,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.39,0.24,NA,8.46,8.18,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.8,8,89.96,0.24,99.99999999999999,90.19999999999999
P1057,P1057H04,4,75,100,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,10.62,NA,NA,8.32,7.84,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.8,26.8,65.1,0.3,99.99999999999999,65.39999999999999
P1058,P1058H01,1,25,60,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,10.76,0.63,NA,8.37,8.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1058,P1058H02,2,60,90,H01-21,C,Rastresit maticen supstrat,7.75,0.57,NA,7.87,7.61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
P1059,P1059H01,1,0,12,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,7.5,5.14,NA,8.7,7.96,8.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1059,P1059H02,2,12,34,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.98,0.95,NA,9.3,8.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1059,P1059H03,3,34,90,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,7.5,0.32,NA,8.68,8.44,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1059,P1059H04,4,90,110,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.4,0.31,NA,8.47,8.11,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
P1061,P1061H01,1,0,45,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,1.02,NA,6.8,5.8,NA,NA,5.95,23.9,25.83,92.52806813782423,NA,NA,NA,NA,NA,NA,NA,NA,0.79,37.6,9.3,43.37,9.73,100,53.099999999999994
P1064,P1064H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.7,NA,6.9,6,NA,NA,6.9,24.9,27.099999999999998,91.88191881918819,NA,NA,NA,NA,NA,NA,NA,NA,13.71,12.8,18.5,37.82,30.88,100,68.7
P1064,P1064H02,2,20,60,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.1,NA,6.4,5.7,NA,NA,5.9,28.3,30.2,93.70860927152319,NA,NA,NA,NA,NA,NA,NA,NA,4.42,24.6,27.4,35.84,12.16,100,48
P1066,P1066H01,1,0,27,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,2.1,NA,6.5,5.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.9,54.5,39.64,0.96,100,40.6
P1066,P1066H02,2,27,57,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",NA,1.8,NA,7.2,6.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.6,43.8,33.5,1.1,100,34.6
P1067,P1067H01,1,0,28,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,3.06,NA,7.24,6.27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.4,27.4,50.78,14.42,100,65.2
P1067,P1067H01,1,0,28,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,3.06,NA,7.24,6.27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,13.8,32.9,32.6,20.7,99.99999999999999,53.3
P1067,P1067H01,1,0,28,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,2.1,NA,7.79,7.04,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.4,27.4,50.78,14.42,100,65.2
P1067,P1067H01,1,0,28,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,2.1,NA,7.79,7.04,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,13.8,32.9,32.6,20.7,99.99999999999999,53.3
P1067,P1067H02,2,28,45,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1067,P1067H03,3,45,80,H01-21,C,Rastresit maticen supstrat,0,1.74,NA,7,6.54,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.1,33,49.76,5.14,100,54.9
P1070,P1070H01,1,0,12,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,3,2,NA,7.9,7.5,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,6.6,34.6,52.92,5.88,100,58.800000000000004
P1070,P1070H02,2,12,50,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,4.3,0.9,NA,7.4,7,3.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,6.9,19.7,64.33,9.07,100.00000000000001,73.4
P1070,P1070H03,3,50,100,H01-21,C,Rastresit maticen supstrat,0.5,NA,NA,7.3,6.9,15.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,14.3,31.5,40.77,13.43,100,54.2
P1072,P1072H01,1,0,15,H01-07,Amo,Molicen horizont A,0,3.2,NA,6.4,5.8,7.4,NA,6,36.5,38.4,95.05208333333334,NA,NA,NA,NA,NA,NA,NA,NA,2.98,21.9,36.4,33.35,8.35,100,41.7
P1072,P1072H02,2,15,75,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.8,NA,6.4,5.9,NA,NA,5.1,35.4,36.8,96.19565217391305,NA,NA,NA,NA,NA,NA,NA,NA,1.81,24.4,38.4,33.72,3.48,100,37.199999999999996
P1072,P1072H03,3,75,85,H01-21,C,Rastresit maticen supstrat,5.1,1.4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37,11.6,16.6,48.02,23.78,100,71.80000000000001
P1076,P1076H01,1,0,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3,NA,6.7,5.8,1,NA,9.5,20.8,23.900000000000002,87.02928870292887,NA,NA,NA,NA,NA,NA,NA,NA,4,31.3,24.3,30.32,14.08,100,44.4
P1077,P1077H01,1,0,20,H01-07,Amo,Molicen horizont A,0,8.5,NA,6.5,6,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,30.8,32.3,33.43,3.47,99.99999999999999,36.9
P1077,P1077H02,2,20,85,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.4,NA,6.9,6.2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,32.5,28.6,34.85,4.05,100,38.9
P1078,P1078H01,1,0,10,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,1.3,NA,6.4,5.6,1.4,NA,10.4,19.7,23.099999999999998,85.2813852813853,NA,NA,NA,NA,NA,NA,NA,NA,0.42,21.8,32.7,39.08,6.42,100,45.5
P1078,P1078H02,2,10,65,H01-21,C,Rastresit maticen supstrat,0,1.1,NA,6.2,5.2,NA,NA,11.5,21.3,25,85.2,NA,NA,NA,NA,NA,NA,NA,NA,1.56,23.8,26,40.63,9.57,100,50.2
P1079,P1079H01,1,0,12,H01-07,Amo,Molicen horizont A,0,5.1,NA,6.9,6.4,1,NA,5.9,26.8,28.7,93.37979094076655,NA,NA,NA,NA,NA,NA,NA,NA,0.64,17.6,37.7,31.28,13.42,100,44.7
P1079,P1079H02,2,12,25,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.4,NA,6.6,5.9,NA,NA,5.9,24.4,26.299999999999997,92.77566539923954,NA,NA,NA,NA,NA,NA,NA,NA,0.26,18.8,35.2,33.39,12.61,100,46
P1082,P1082H01,1,0,12,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1082,P1082H02,2,12,25,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1084,P1084H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,5.1,NA,6.5,5.9,1,NA,5.1,28.1,29.700000000000003,94.6127946127946,NA,NA,NA,NA,NA,NA,NA,NA,1.4,6.3,34.8,41.61,17.21,99.92,58.82
P1084,P1084H02,2,15,35,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.1,NA,6.7,5.9,NA,NA,3.7,29.7,30.9,96.11650485436894,NA,NA,NA,NA,NA,NA,NA,NA,2.81,18.2,31.6,40.02,10.18,100.00000000000001,50.2
P1084,P1084H03,3,35,80,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,NA,NA,6.6,5.8,NA,NA,4.2,29.3,30.7,95.4397394136808,NA,NA,NA,NA,NA,NA,NA,NA,0.74,24.7,31.3,36.02,7.98,100,44
P1090,P1090H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.64,NA,7,NA,1.2,NA,9.1,29.44,32.4,90.8641975308642,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
P1090,P1090H02,2,18,48,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.6,NA,7.1,NA,NA,NA,5.75,37.75,39.62,95.2801615345785,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
P1090,P1090H03,3,48,80,H01-21,C,Rastresit maticen supstrat,0,1.96,NA,7.3,NA,NA,NA,7.2,33.33,35.67,93.43986543313709,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
P1091,P1091H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,8.69,3.34,NA,6.98,6.64,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.2,61.6,26.11,0.09,100,26.2
P1091,P1091H02,2,20,50,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",6.73,0.94,NA,6.78,6.34,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,61.4,20.06,0,100.46,20.06
P1093,P1093H01,1,0,35,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,4.52,6.07,NA,6.82,6.46,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,12,39.4,46.88,1.72,100,48.6
P1093,P1093H02,2,35,55,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",8.23,2.31,NA,7.56,7.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,3.2,24.3,70.53,1.97,100,72.5
P1093,P1093H03,3,55,120,H01-24,Gr,Redukcionen gleen pothorizont,6.12,1.9,NA,7.64,7.04,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.9,18.5,77.48,1.12,100.00000000000001,78.60000000000001
P1094,P1094H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,2.59,8.64,NA,7.04,6.74,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,41.8,38.82,0.38,100,39.2
P1094,P1094H02,2,20,60,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",9.55,8.61,NA,7.26,7,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31.2,45.7,16.01,7,99.91000000000001,23.01
P1094,P1094H03,3,60,100,H01-24,Gr,Redukcionen gleen pothorizont,19.42,5,NA,7.8,7.5,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,6.4,37.4,47.47,8.73,100,56.2
P1095,P1095H01,1,0,6,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,1.47,13.78,NA,7.56,6.94,3.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.4,24,28.29,31.31,100,59.599999999999994
P1095,P1095H02,2,6,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,3.4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.1,45.1,36.88,0.92,100,37.800000000000004
P1095,P1095H03,3,20,35,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",15,3.05,NA,8.24,7.88,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,10.4,38.9,49.85,0.85,100,50.7
P1095,P1095H04,4,35,60,H01-24,Gr,Redukcionen gleen pothorizont,10.87,1.17,NA,8.62,8.14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,13.3,33.1,52.94,0.66,99.99999999999999,53.599999999999994
P1096,P1096H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,11.46,NA,6.68,6.14,12.8,NA,8.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36.1,26.1,36.19,1.61,100,37.8
P1096,P1096H02,2,15,35,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",0,7.99,NA,6.62,6.2,NA,NA,4.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.5,24.8,21.52,0.18,100,21.7
P1096,P1096H03,3,35,75,H01-24,Gr,Redukcionen gleen pothorizont,0,5.26,NA,6.1,5.8,NA,NA,3.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36.4,35.5,27.87,0.23,100,28.1
P1097,P1097H01,1,0,7,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,16.96,8.77,NA,7.5,6.67,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,20.8,25.2,51.48,2.52,100,54
P1097,P1097H02,2,7,27,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,23.33,3.78,NA,7.95,7.61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,17,43.6,38.07,1.33,100,39.4
P1097,P1097H03,3,30,60,H01-23,Go,"Sekundarno oksidiran del na G horizontot, sto bil prethodno reduciran",12.48,1.06,NA,8.61,8.01,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,44.1,55.28,0.22,100,55.5
P1097,P1097H04,4,60,90,H01-24,Gr,Redukcionen gleen pothorizont,10.57,1.06,NA,8.43,7.93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.3,15,83.08,0.62,100,83.7
P1098,P1098H01,1,0,8,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.7,26.7,49.58,0.01,99.99,49.589999999999996
P1098,P1098H02,2,8,40,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66.5,15.6,17.88,0.02,100,17.9
P1099,P1099H01,1,0,25,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,4.68,5.14,NA,7.44,6.94,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.1,42,44.63,0.27,100,44.900000000000006
